text,URL,label,url_length,has_ip_address,dot_count,https_flag,subdomain_count
"Welcome to our website, user 4773",https://www.legit4773.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 3109",http://192.168.49.49/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 1951",http://192.168.166.166/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 1004",http://192.168.239.239/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 2728",http://192.168.178.178/login.php,1,32,1,4,0,3
"Welcome to our website, user 3541",https://www.legit3541.com/login,0,31,0,2,1,1
"Welcome to our website, user 388",https://www.legit388.com/login,0,30,0,2,1,1
"Welcome to our website, user 1794",https://www.legit1794.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 3731",http://192.168.161.161/login.php,1,32,1,4,0,3
"Welcome to our website, user 4919",https://www.legit4919.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 537",http://192.168.27.27/login.php,1,30,1,4,0,3
"Welcome to our website, user 3872",https://www.legit3872.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 3868",http://192.168.43.43/login.php,1,30,1,4,0,3
"Welcome to our website, user 2254",https://www.legit2254.com/login,0,31,0,2,1,1
"Welcome to our website, user 3412",https://www.legit3412.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 459",http://192.168.204.204/login.php,1,32,1,4,0,3
"Welcome to our website, user 4955",https://www.legit4955.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 2396",http://192.168.101.101/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 414",http://192.168.159.159/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 2399",http://192.168.104.104/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 2414",http://192.168.119.119/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 4100",http://192.168.20.20/login.php,1,30,1,4,0,3
"Welcome to our website, user 4851",https://www.legit4851.com/login,0,31,0,2,1,1
"Welcome to our website, user 2025",https://www.legit2025.com/login,0,31,0,2,1,1
"Welcome to our website, user 2615",https://www.legit2615.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 2388",http://192.168.93.93/login.php,1,30,1,4,0,3
"Welcome to our website, user 2926",https://www.legit2926.com/login,0,31,0,2,1,1
"Welcome to our website, user 1121",https://www.legit1121.com/login,0,31,0,2,1,1
"Welcome to our website, user 2910",https://www.legit2910.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 3146",http://192.168.86.86/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 2383",http://192.168.88.88/login.php,1,30,1,4,0,3
"Welcome to our website, user 3482",https://www.legit3482.com/login,0,31,0,2,1,1
"Welcome to our website, user 795",https://www.legit795.com/login,0,30,0,2,1,1
"Welcome to our website, user 1575",https://www.legit1575.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 1176",http://192.168.156.156/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 1266",http://192.168.246.246/login.php,1,32,1,4,0,3
"Welcome to our website, user 2458",https://www.legit2458.com/login,0,31,0,2,1,1
"Welcome to our website, user 3312",https://www.legit3312.com/login,0,31,0,2,1,1
"Welcome to our website, user 1253",https://www.legit1253.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 1834",http://192.168.49.49/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 3794",http://192.168.224.224/login.php,1,32,1,4,0,3
"Welcome to our website, user 3837",https://www.legit3837.com/login,0,31,0,2,1,1
"Welcome to our website, user 4398",https://www.legit4398.com/login,0,31,0,2,1,1
"Welcome to our website, user 3595",https://www.legit3595.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 1621",http://192.168.91.91/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 3382",http://192.168.67.67/login.php,1,30,1,4,0,3
"Welcome to our website, user 2124",https://www.legit2124.com/login,0,31,0,2,1,1
"Welcome to our website, user 3238",https://www.legit3238.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 403",http://192.168.148.148/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 998",http://192.168.233.233/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 938",http://192.168.173.173/login.php,1,32,1,4,0,3
"Welcome to our website, user 2045",https://www.legit2045.com/login,0,31,0,2,1,1
"Welcome to our website, user 1578",https://www.legit1578.com/login,0,31,0,2,1,1
"Welcome to our website, user 14",https://www.legit14.com/login,0,29,0,2,1,1
"Welcome to our website, user 2673",https://www.legit2673.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 2016",http://192.168.231.231/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 3720",http://192.168.150.150/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 3849",http://192.168.24.24/login.php,1,30,1,4,0,3
"Welcome to our website, user 4812",https://www.legit4812.com/login,0,31,0,2,1,1
"Welcome to our website, user 1084",https://www.legit1084.com/login,0,31,0,2,1,1
"Welcome to our website, user 4983",https://www.legit4983.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 2155",http://192.168.115.115/login.php,1,32,1,4,0,3
"Welcome to our website, user 2884",https://www.legit2884.com/login,0,31,0,2,1,1
"Welcome to our website, user 333",https://www.legit333.com/login,0,30,0,2,1,1
"Your account has been compromised, click here 2204",http://192.168.164.164/login.php,1,32,1,4,0,3
"Welcome to our website, user 4367",https://www.legit4367.com/login,0,31,0,2,1,1
"Welcome to our website, user 3079",https://www.legit3079.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 2203",http://192.168.163.163/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 4909",http://192.168.64.64/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 3864",http://192.168.39.39/login.php,1,30,1,4,0,3
"Welcome to our website, user 263",https://www.legit263.com/login,0,30,0,2,1,1
"Welcome to our website, user 4337",https://www.legit4337.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 3895",http://192.168.70.70/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 3447",http://192.168.132.132/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 903",http://192.168.138.138/login.php,1,32,1,4,0,3
"Welcome to our website, user 1498",https://www.legit1498.com/login,0,31,0,2,1,1
"Welcome to our website, user 4190",https://www.legit4190.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 2485",http://192.168.190.190/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 4643",http://192.168.53.53/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 3310",http://192.168.250.250/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 2590",http://192.168.40.40/login.php,1,30,1,4,0,3
"Welcome to our website, user 500",https://www.legit500.com/login,0,30,0,2,1,1
"Your account has been compromised, click here 4155",http://192.168.75.75/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 4414",http://192.168.79.79/login.php,1,30,1,4,0,3
"Welcome to our website, user 3095",https://www.legit3095.com/login,0,31,0,2,1,1
"Welcome to our website, user 4631",https://www.legit4631.com/login,0,31,0,2,1,1
"Welcome to our website, user 367",https://www.legit367.com/login,0,30,0,2,1,1
"Welcome to our website, user 4058",https://www.legit4058.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 3174",http://192.168.114.114/login.php,1,32,1,4,0,3
"Welcome to our website, user 4630",https://www.legit4630.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 1070",http://192.168.50.50/login.php,1,30,1,4,0,3
"Welcome to our website, user 2664",https://www.legit2664.com/login,0,31,0,2,1,1
"Welcome to our website, user 1026",https://www.legit1026.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 908",http://192.168.143.143/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 50",http://192.168.50.50/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 1328",http://192.168.53.53/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 4733",http://192.168.143.143/login.php,1,32,1,4,0,3
"Welcome to our website, user 1691",https://www.legit1691.com/login,0,31,0,2,1,1
"Welcome to our website, user 673",https://www.legit673.com/login,0,30,0,2,1,1
"Your account has been compromised, click here 572",http://192.168.62.62/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 766",http://192.168.1.1/login.php,1,28,1,4,0,3
"Your account has been compromised, click here 156",http://192.168.156.156/login.php,1,32,1,4,0,3
"Welcome to our website, user 733",https://www.legit733.com/login,0,30,0,2,1,1
"Welcome to our website, user 3526",https://www.legit3526.com/login,0,31,0,2,1,1
"Welcome to our website, user 568",https://www.legit568.com/login,0,30,0,2,1,1
"Your account has been compromised, click here 4187",http://192.168.107.107/login.php,1,32,1,4,0,3
"Welcome to our website, user 2922",https://www.legit2922.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 2911",http://192.168.106.106/login.php,1,32,1,4,0,3
"Welcome to our website, user 1558",https://www.legit1558.com/login,0,31,0,2,1,1
"Welcome to our website, user 101",https://www.legit101.com/login,0,30,0,2,1,1
"Welcome to our website, user 3007",https://www.legit3007.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 2201",http://192.168.161.161/login.php,1,32,1,4,0,3
"Welcome to our website, user 303",https://www.legit303.com/login,0,30,0,2,1,1
"Welcome to our website, user 76",https://www.legit76.com/login,0,29,0,2,1,1
"Your account has been compromised, click here 1754",http://192.168.224.224/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 3629",http://192.168.59.59/login.php,1,30,1,4,0,3
"Welcome to our website, user 1208",https://www.legit1208.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 2742",http://192.168.192.192/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 3214",http://192.168.154.154/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 3944",http://192.168.119.119/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 3413",http://192.168.98.98/login.php,1,30,1,4,0,3
"Welcome to our website, user 1775",https://www.legit1775.com/login,0,31,0,2,1,1
"Welcome to our website, user 3473",https://www.legit3473.com/login,0,31,0,2,1,1
"Welcome to our website, user 483",https://www.legit483.com/login,0,30,0,2,1,1
"Welcome to our website, user 2189",https://www.legit2189.com/login,0,31,0,2,1,1
"Welcome to our website, user 346",https://www.legit346.com/login,0,30,0,2,1,1
"Your account has been compromised, click here 481",http://192.168.226.226/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 3361",http://192.168.46.46/login.php,1,30,1,4,0,3
"Welcome to our website, user 1472",https://www.legit1472.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 100",http://192.168.100.100/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 1765",http://192.168.235.235/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 3706",http://192.168.136.136/login.php,1,32,1,4,0,3
"Welcome to our website, user 4929",https://www.legit4929.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 1329",http://192.168.54.54/login.php,1,30,1,4,0,3
"Welcome to our website, user 2609",https://www.legit2609.com/login,0,31,0,2,1,1
"Welcome to our website, user 3",https://www.legit3.com/login,0,28,0,2,1,1
"Welcome to our website, user 2213",https://www.legit2213.com/login,0,31,0,2,1,1
"Welcome to our website, user 4827",https://www.legit4827.com/login,0,31,0,2,1,1
"Welcome to our website, user 856",https://www.legit856.com/login,0,30,0,2,1,1
"Your account has been compromised, click here 1977",http://192.168.192.192/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 885",http://192.168.120.120/login.php,1,32,1,4,0,3
"Welcome to our website, user 624",https://www.legit624.com/login,0,30,0,2,1,1
"Welcome to our website, user 290",https://www.legit290.com/login,0,30,0,2,1,1
"Welcome to our website, user 2018",https://www.legit2018.com/login,0,31,0,2,1,1
"Welcome to our website, user 668",https://www.legit668.com/login,0,30,0,2,1,1
"Your account has been compromised, click here 3921",http://192.168.96.96/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 3264",http://192.168.204.204/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 4696",http://192.168.106.106/login.php,1,32,1,4,0,3
"Welcome to our website, user 1631",https://www.legit1631.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 170",http://192.168.170.170/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 2205",http://192.168.165.165/login.php,1,32,1,4,0,3
"Welcome to our website, user 2522",https://www.legit2522.com/login,0,31,0,2,1,1
"Welcome to our website, user 2215",https://www.legit2215.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 1968",http://192.168.183.183/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 1496",http://192.168.221.221/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 1213",http://192.168.193.193/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 2032",http://192.168.247.247/login.php,1,32,1,4,0,3
